product_id,product_code,product_name,category_id,manufacturer_name,brand_name,jan_code,unit,standard_price,purchase_price,stock_control_flag,sales_start_date,sales_end_date,created_at,updated_at
27,PRD00027,濃厚な牛乳,4,青森フルーツ,ヘルシーオイル,4900424242741,袋,153.00,107.10,true,2025-04-20,,2025-03-31 18:13:58.741244,2025-04-03 18:13:58.741244
28,PRD00028,上質なカレー粉,3,北海道ミルク,クリアウォーター,4900521601138,箱,526.00,368.20,true,2025-03-27,,2025-04-23 18:13:58.741365,2025-04-24 18:13:58.741365
29,PRD00029,甘い食パン,2,東京ベーカリー,ヘルシーオイル,4900842314844,箱,106.00,74.20,true,2025-04-26,,2025-04-20 18:13:58.741506,2025-04-22 18:13:58.741506
30,PRD00030,甘いチョコレート,6,北海道ミルク,たまご倶楽部,4900117361790,袋,215.00,150.50,true,2025-05-31,,2025-04-21 18:13:58.741674,2025-04-30 18:13:58.741674
31,PRD00031,新鮮なティッシュ,6,関西エッグ,ミルクファーム,4900596528088,本,231.00,161.70,true,2025-03-31,,2025-04-03 18:13:58.741798,2025-04-12 18:13:58.741798
32,PRD00032,ふわふわのりんご,2,清流ウォーター,ふんわりブレッド,4900997166817,本,105.00,73.50,true,2025-04-04,,2025-04-19 18:13:58.741990,2025-04-25 18:13:58.741990
33,PRD00033,甘いしょうゆ,3,東京ベーカリー,クリアウォーター,4900736265358,缶,410.00,287.00,true,2025-01-22,,2025-04-24 18:13:58.742109,2025-05-02 18:13:58.742109
34,PRD00034,濃厚なティッシュ,2,日本オイル,ゴールデンアップル,4900501870313,袋,295.00,206.50,true,2025-06-23,,2025-04-10 18:13:58.742231,2025-04-12 18:13:58.742231
35,PRD00035,甘いチョコレート,1,日本オイル,ふんわりブレッド,4900729718086,個,840.00,588.00,true,2025-06-27,,2025-04-03 18:13:58.742356,2025-04-12 18:13:58.742356
36,PRD00036,濃厚な卵,2,東京ベーカリー,ヘルシーオイル,4900466549563,箱,925.00,647.50,true,2025-01-13,,2025-04-08 18:13:58.742484,2025-04-08 18:13:58.742484
37,PRD00037,甘い食パン,4,北海道ミルク,ゴールデンアップル,4900989496208,本,726.00,508.20,true,2025-02-11,,2025-04-06 18:13:58.742600,2025-04-08 18:13:58.742600
38,PRD00038,新鮮なカレー粉,2,スポドリカンパニー,ヘルシーオイル,4900351113735,本,278.00,194.60,true,2025-04-11,,2025-04-06 18:13:58.742712,2025-04-09 18:13:58.742712
39,PRD00039,上質なスポーツドリンク,5,青森フルーツ,ゴールデンアップル,4900057965992,箱,914.00,639.80,true,2025-01-16,,2025-04-26 18:13:58.742841,2025-04-26 18:13:58.742841
40,PRD00040,お得な食パン,4,青森フルーツ,リフレッシュウォーター,4900769244612,箱,806.00,564.20,true,2025-03-01,,2025-04-24 18:13:58.742955,2025-04-24 18:13:58.742955
41,PRD00041,ふわふわの水,6,青森フルーツ,ミルクファーム,4900806645069,パック,768.00,537.60,true,2025-04-09,,2025-04-26 18:13:58.743077,2025-04-29 18:13:58.743077
42,PRD00042,新鮮なバナナ,6,スポドリカンパニー,ヘルシーオイル,4900063616366,パック,865.00,605.50,true,2025-01-14,,2025-04-12 18:13:58.743186,2025-04-15 18:13:58.743186
43,PRD00043,ふわふわの水,5,日本オイル,ミルクファーム,4900388991305,袋,363.00,254.10,true,2025-06-10,,2025-03-30 18:13:58.743309,2025-03-30 18:13:58.743309
44,PRD00044,濃厚なスポーツドリンク,6,スポドリカンパニー,ヘルシーオイル,4900562944601,缶,633.00,443.10,true,2025-04-23,,2025-04-24 18:13:58.743417,2025-04-28 18:13:58.743417
45,PRD00045,濃厚なサラダ油,1,関西エッグ,ヘルシーオイル,4900591759601,個,313.00,219.10,true,2025-04-01,,2025-04-17 18:13:58.743526,2025-04-25 18:13:58.743526
46,PRD00046,ふわふわのりんご,3,スポドリカンパニー,本格カレー,4900842903016,個,572.00,400.40,true,2025-02-03,,2025-04-14 18:13:58.743641,2025-04-23 18:13:58.743641
47,PRD00047,新鮮なカレー粉,1,日本オイル,リフレッシュウォーター,4900095324032,本,378.00,264.60,true,2025-03-12,,2025-04-20 18:13:58.743752,2025-04-27 18:13:58.743752
48,PRD00048,濃厚な水,1,東京ベーカリー,たまご倶楽部,4900270911599,缶,376.00,263.20,true,2025-04-12,,2025-04-01 18:13:58.743866,2025-04-01 18:13:58.743866
49,PRD00049,ふわふわのサラダ油,2,日本オイル,ヘルシーオイル,4900140620010,パック,476.00,333.20,true,2025-06-16,,2025-04-25 18:13:58.743970,2025-04-29 18:13:58.743970
50,PRD00050,ふわふわの牛乳,5,スポドリカンパニー,リフレッシュウォーター,4900535369929,袋,949.00,664.30,true,2025-05-05,,2025-04-09 18:13:58.744072,2025-04-13 18:13:58.744072
51,PRD00051,新鮮な卵,6,スポドリカンパニー,ふんわりブレッド,4900710655554,個,113.00,79.10,true,2025-03-20,,2025-04-22 18:13:58.744176,2025-04-30 18:13:58.744176
52,PRD00052,新鮮なスポーツドリンク,1,関西エッグ,ヘルシーオイル,4900911889724,缶,749.00,524.30,true,2025-03-08,,2025-04-08 18:13:58.744278,2025-04-12 18:13:58.744278
53,PRD00053,新鮮な卵,4,北海道ミルク,本格カレー,4900558784904,本,171.00,119.70,true,2025-01-01,,2025-04-07 18:13:58.744387,2025-04-07 18:13:58.744387
54,PRD00054,上質なチョコレート,3,青森フルーツ,たまご倶楽部,4900812164708,缶,404.00,282.80,true,2025-03-28,,2025-04-16 18:13:58.744494,2025-04-25 18:13:58.744494
55,PRD00055,上質な卵,2,青森フルーツ,ゴールデンアップル,4900679467854,箱,774.00,541.80,true,2025-05-08,,2025-04-16 18:13:58.744676,2025-04-16 18:13:58.744676
56,PRD00056,甘いカレー粉,2,スパイスジャパン,たまご倶楽部,4900420267008,袋,805.00,563.50,true,2025-03-28,,2025-04-16 18:13:58.744829,2025-04-22 18:13:58.744829
57,PRD00057,上質なりんご,3,北海道ミルク,たまご倶楽部,4900568632885,缶,518.00,362.60,true,2025-04-22,,2025-04-25 18:13:58.744941,2025-05-01 18:13:58.744941
58,PRD00058,上質なスポーツドリンク,1,清流ウォーター,ゴールデンアップル,4900676764068,パック,310.00,217.00,true,2025-01-20,,2025-04-17 18:13:58.745048,2025-04-20 18:13:58.745048
59,PRD00059,ふわふわのりんご,3,日本オイル,ヘルシーオイル,4900118988028,パック,981.00,686.70,true,2025-02-28,,2025-04-16 18:13:58.745665,2025-04-18 18:13:58.745665
60,PRD00060,濃厚なサラダ油,2,青森フルーツ,ヘルシーオイル,4900970403430,缶,749.00,524.30,true,2025-05-22,,2025-04-20 18:13:58.745776,2025-04-27 18:13:58.745776
61,PRD00061,上質な牛乳,1,スパイスジャパン,リフレッシュウォーター,4900861198171,袋,223.00,156.10,true,2025-03-28,,2025-04-05 18:13:58.745878,2025-04-11 18:13:58.745878
62,PRD00062,濃厚なりんご,6,日本オイル,クリアウォーター,4900106417855,箱,249.00,174.30,true,2025-04-21,,2025-04-01 18:13:58.745978,2025-04-04 18:13:58.745978
63,PRD00063,新鮮な水,5,青森フルーツ,ヘルシーオイル,4900171833515,パック,731.00,511.70,true,2025-01-15,,2025-04-20 18:13:58.746080,2025-04-22 18:13:58.746080
64,PRD00064,甘い水,6,関西エッグ,たまご倶楽部,4900563479819,缶,142.00,99.40,true,2025-05-06,,2025-04-16 18:13:58.746273,2025-04-18 18:13:58.746273
65,PRD00065,ふわふわのティッシュ,3,スパイスジャパン,クリアウォーター,4900000085209,箱,777.00,543.90,true,2025-02-25,,2025-04-12 18:13:58.746415,2025-04-12 18:13:58.746415
66,PRD00066,お得なバナナ,2,北海道ミルク,ミルクファーム,4900261486861,個,912.00,638.40,true,2025-01-23,,2025-04-12 18:13:58.746516,2025-04-16 18:13:58.746516
67,PRD00067,ふわふわの卵,6,スパイスジャパン,クリアウォーター,4900211816654,袋,546.00,382.20,true,2025-05-07,,2025-04-24 18:13:58.746619,2025-04-26 18:13:58.746619
68,PRD00068,ふわふわの水,3,東京ベーカリー,たまご倶楽部,4900469900840,箱,253.00,177.10,true,2025-01-31,,2025-04-03 18:13:58.746736,2025-04-06 18:13:58.746736
69,PRD00069,新鮮なティッシュ,5,スポドリカンパニー,リフレッシュウォーター,4900036252456,箱,725.00,507.50,true,2025-02-25,,2025-03-30 18:13:58.746841,2025-04-05 18:13:58.746841
70,PRD00070,上質な牛乳,3,関西エッグ,たまご倶楽部,4900997927370,本,431.00,301.70,true,2025-02-23,,2025-03-30 18:13:58.746947,2025-03-31 18:13:58.746947
71,PRD00071,甘い牛乳,5,清流ウォーター,ミルクファーム,4900152862659,本,115.00,80.50,true,2025-03-18,,2025-04-06 18:13:58.747054,2025-04-09 18:13:58.747054
72,PRD00072,濃厚な卵,6,スパイスジャパン,クリアウォーター,4900852642452,パック,656.00,459.20,true,2025-05-20,,2025-04-18 18:13:58.747151,2025-04-22 18:13:58.747151
73,PRD00073,上質なりんご,5,青森フルーツ,ゴールデンアップル,4900739505939,袋,907.00,634.90,true,2025-03-03,,2025-03-31 18:13:58.747254,2025-04-04 18:13:58.747254
74,PRD00074,甘い牛乳,5,北海道ミルク,本格カレー,4900834478363,袋,853.00,597.10,true,2025-06-15,,2025-04-17 18:13:58.747414,2025-04-25 18:13:58.747414
75,PRD00075,上質な卵,6,関西エッグ,本格カレー,4900188293662,箱,124.00,86.80,true,2025-05-10,,2025-04-26 18:13:58.747522,2025-04-30 18:13:58.747522
76,PRD00076,新鮮なバナナ,4,北海道ミルク,ミルクファーム,4900057547497,パック,552.00,386.40,true,2025-04-20,,2025-04-24 18:13:58.747633,2025-04-30 18:13:58.747633
77,PRD00077,ふわふわの食パン,3,青森フルーツ,ミルクファーム,4900846039605,缶,249.00,174.30,true,2025-01-16,,2025-04-02 18:13:58.747744,2025-04-11 18:13:58.747744
78,PRD00078,お得なしょうゆ,6,清流ウォーター,リフレッシュウォーター,4900340487603,箱,164.00,114.80,true,2025-01-10,,2025-04-24 18:13:58.747862,2025-04-24 18:13:58.747862
79,PRD00079,濃厚なスポーツドリンク,6,東京ベーカリー,クリアウォーター,4900673260550,個,516.00,361.20,true,2025-04-28,,2025-04-26 18:13:58.747962,2025-05-04 18:13:58.747962
80,PRD00080,上質なティッシュ,5,スパイスジャパン,ゴールデンアップル,4900638690481,本,959.00,671.30,true,2025-06-16,,2025-04-01 18:13:58.748055,2025-04-03 18:13:58.748055
81,PRD00081,甘い食パン,5,清流ウォーター,ミルクファーム,4900236985444,缶,633.00,443.10,true,2025-03-06,,2025-04-09 18:13:58.748150,2025-04-10 18:13:58.748150
82,PRD00082,ふわふわのカレー粉,2,日本オイル,ゴールデンアップル,4900378574007,個,683.00,478.10,true,2025-04-17,,2025-04-23 18:13:58.748251,2025-04-27 18:13:58.748251
83,PRD00083,上質なチョコレート,5,関西エッグ,本格カレー,4900164457083,本,432.00,302.40,true,2025-01-11,,2025-04-21 18:13:58.748351,2025-04-29 18:13:58.748351
84,PRD00084,濃厚なりんご,5,関西エッグ,ミルクファーム,4900284694599,個,688.00,481.60,true,2025-04-10,,2025-04-01 18:13:58.748450,2025-04-03 18:13:58.748450
85,PRD00085,濃厚な牛乳,3,日本オイル,ふんわりブレッド,4900750240770,袋,559.00,391.30,true,2025-05-18,,2025-04-15 18:13:58.748551,2025-04-24 18:13:58.748551
86,PRD00086,新鮮なりんご,4,青森フルーツ,ふんわりブレッド,4900105135512,本,405.00,283.50,true,2025-02-07,,2025-03-30 18:13:58.748714,2025-04-04 18:13:58.748714
87,PRD00087,お得なサラダ油,4,清流ウォーター,リフレッシュウォーター,4900609030735,缶,847.00,592.90,true,2025-01-13,,2025-04-12 18:13:58.748867,2025-04-21 18:13:58.748867
88,PRD00088,甘い牛乳,3,青森フルーツ,本格カレー,4900306956881,袋,481.00,336.70,true,2025-05-15,,2025-04-25 18:13:58.749015,2025-05-02 18:13:58.749015
89,PRD00089,上質なカレー粉,2,スポドリカンパニー,リフレッシュウォーター,4900228846989,袋,521.00,364.70,true,2025-03-13,,2025-04-07 18:13:58.749161,2025-04-15 18:13:58.749161
90,PRD00090,ふわふわの水,5,北海道ミルク,クリアウォーター,4900058159249,本,107.00,74.90,true,2025-05-24,,2025-04-17 18:13:58.749266,2025-04-21 18:13:58.749266
91,PRD00091,新鮮な食パン,2,スポドリカンパニー,ゴールデンアップル,4900095875909,パック,900.00,630.00,true,2025-03-30,,2025-04-15 18:13:58.749369,2025-04-16 18:13:58.749369
92,PRD00092,上質な卵,1,青森フルーツ,ヘルシーオイル,4900304180721,箱,584.00,408.80,true,2025-03-15,,2025-03-31 18:13:58.749461,2025-04-01 18:13:58.749461
93,PRD00093,ふわふわのスポーツドリンク,1,清流ウォーター,リフレッシュウォーター,4900824068489,パック,520.00,364.00,true,2025-01-02,,2025-04-15 18:13:58.749560,2025-04-19 18:13:58.749560
94,PRD00094,上質なりんご,1,北海道ミルク,ふんわりブレッド,4900448554775,パック,952.00,666.40,true,2025-05-26,,2025-04-13 18:13:58.749682,2025-04-16 18:13:58.749682
95,PRD00095,お得なチョコレート,1,北海道ミルク,本格カレー,4900856151694,パック,759.00,531.30,true,2025-01-17,,2025-03-31 18:13:58.749775,2025-04-01 18:13:58.749775
96,PRD00096,上質な水,2,スポドリカンパニー,リフレッシュウォーター,4900555431552,パック,768.00,537.60,true,2025-02-01,,2025-04-22 18:13:58.749912,2025-04-22 18:13:58.749912
97,PRD00097,お得なバナナ,6,東京ベーカリー,本格カレー,4900776555081,箱,278.00,194.60,true,2025-01-16,,2025-04-04 18:13:58.750023,2025-04-09 18:13:58.750023
98,PRD00098,お得なスポーツドリンク,3,スポドリカンパニー,本格カレー,4900495251816,パック,194.00,135.80,true,2025-06-12,,2025-04-23 18:13:58.750117,2025-04-24 18:13:58.750117
99,PRD00099,お得なサラダ油,4,日本オイル,クリアウォーター,4900148808810,本,481.00,336.70,true,2025-03-21,,2025-04-16 18:13:58.750208,2025-04-23 18:13:58.750208
100,PRD00100,新鮮なチョコレート,5,関西エッグ,ミルクファーム,4900435556519,箱,938.00,656.60,true,2025-03-02,,2025-04-19 18:13:58.750300,2025-04-26 18:13:58.750300
101,PRD00101,お得なしょうゆ,3,北海道ミルク,ヘルシーオイル,4900616923463,個,731.00,511.70,true,2025-02-23,,2025-04-09 18:13:58.750388,2025-04-09 18:13:58.750388
102,PRD00102,上質なチョコレート,3,日本オイル,本格カレー,4900141607025,袋,502.00,351.40,true,2025-04-02,,2025-04-15 18:13:58.750479,2025-04-17 18:13:58.750479
103,PRD00103,新鮮なカレー粉,4,北海道ミルク,ふんわりブレッド,4900659886764,本,330.00,231.00,true,2025-06-21,,2025-04-03 18:13:58.750580,2025-04-05 18:13:58.750580
104,PRD00104,濃厚なカレー粉,2,清流ウォーター,ゴールデンアップル,4900997483315,個,550.00,385.00,true,2025-05-16,,2025-04-20 18:13:58.750690,2025-04-26 18:13:58.750690
105,PRD00105,お得なチョコレート,5,東京ベーカリー,リフレッシュウォーター,4900588057293,本,218.00,152.60,true,2025-04-12,,2025-04-20 18:13:58.750781,2025-04-21 18:13:58.750781
106,PRD00106,お得なスポーツドリンク,6,関西エッグ,たまご倶楽部,4900600480757,パック,998.00,698.60,true,2025-01-06,,2025-04-27 18:13:58.750872,2025-05-05 18:13:58.750872
107,PRD00107,濃厚なサラダ油,2,関西エッグ,ヘルシーオイル,4900913079742,袋,375.00,262.50,true,2025-06-08,,2025-04-14 18:13:58.750963,2025-04-22 18:13:58.750963
108,PRD00108,ふわふわの卵,6,北海道ミルク,リフレッシュウォーター,4900916685054,パック,706.00,494.20,true,2025-06-12,,2025-04-13 18:13:58.751100,2025-04-17 18:13:58.751100
109,PRD00109,新鮮なスポーツドリンク,4,清流ウォーター,リフレッシュウォーター,4900659925422,本,933.00,653.10,true,2025-03-14,,2025-04-20 18:13:58.751192,2025-04-28 18:13:58.751192
110,PRD00110,上質なりんご,6,日本オイル,ふんわりブレッド,4900390441730,個,474.00,331.80,true,2025-04-01,,2025-04-27 18:13:58.751294,2025-04-30 18:13:58.751294
111,PRD00111,濃厚な水,2,東京ベーカリー,ミルクファーム,4900444043145,袋,958.00,670.60,true,2025-05-30,,2025-04-22 18:13:58.751387,2025-04-26 18:13:58.751387
112,PRD00112,甘いサラダ油,3,スポドリカンパニー,クリアウォーター,4900331357981,袋,393.00,275.10,true,2025-05-18,,2025-04-26 18:13:58.751484,2025-04-29 18:13:58.751484
113,PRD00113,甘いティッシュ,2,東京ベーカリー,ミルクファーム,4900825481072,缶,754.00,527.80,true,2025-04-26,,2025-04-23 18:13:58.751618,2025-04-24 18:13:58.751618
114,PRD00114,上質なカレー粉,5,清流ウォーター,クリアウォーター,4900622116625,個,175.00,122.50,true,2025-04-19,,2025-04-07 18:13:58.751729,2025-04-10 18:13:58.751729
115,PRD00115,ふわふわのカレー粉,2,東京ベーカリー,ヘルシーオイル,4900225363986,パック,343.00,240.10,true,2025-01-07,,2025-04-09 18:13:58.751858,2025-04-15 18:13:58.751858
116,PRD00116,ふわふわのりんご,2,清流ウォーター,たまご倶楽部,4900209282611,缶,129.00,90.30,true,2025-04-08,,2025-04-22 18:13:58.751986,2025-04-28 18:13:58.751986
117,PRD00117,濃厚なしょうゆ,3,青森フルーツ,クリアウォーター,4900120502980,個,781.00,546.70,true,2025-04-11,,2025-04-22 18:13:58.752078,2025-04-25 18:13:58.752078
118,PRD00118,甘い卵,6,東京ベーカリー,たまご倶楽部,4900005338081,個,478.00,334.60,true,2025-02-12,,2025-04-12 18:13:58.752538,2025-04-19 18:13:58.752538
119,PRD00119,甘い食パン,5,青森フルーツ,たまご倶楽部,4900302298538,袋,481.00,336.70,true,2025-01-04,,2025-04-14 18:13:58.752641,2025-04-19 18:13:58.752641
120,PRD00120,濃厚な牛乳,4,日本オイル,ヘルシーオイル,4900550787884,本,151.00,105.70,true,2025-03-31,,2025-04-21 18:13:58.752739,2025-04-26 18:13:58.752739
121,PRD00121,上質なバナナ,2,北海道ミルク,ゴールデンアップル,4900190933284,本,128.00,89.60,true,2025-05-12,,2025-04-27 18:13:58.752828,2025-05-01 18:13:58.752828
122,PRD00122,甘い食パン,6,青森フルーツ,たまご倶楽部,4900926262140,個,126.00,88.20,true,2025-03-01,,2025-04-20 18:13:58.752916,2025-04-27 18:13:58.752916
123,PRD00123,お得な牛乳,6,日本オイル,リフレッシュウォーター,4900852562891,袋,176.00,123.20,true,2025-04-06,,2025-04-20 18:13:58.753008,2025-04-20 18:13:58.753008
124,PRD00124,上質なしょうゆ,1,関西エッグ,ふんわりブレッド,4900443366342,本,954.00,667.80,true,2025-01-02,,2025-04-17 18:13:58.753104,2025-04-21 18:13:58.753104
125,PRD00125,ふわふわのカレー粉,1,北海道ミルク,たまご倶楽部,4900109321830,箱,548.00,383.60,true,2025-02-11,,2025-04-26 18:13:58.753194,2025-05-03 18:13:58.753194
126,PRD00126,濃厚な牛乳,1,東京ベーカリー,ミルクファーム,4900124756890,本,596.00,417.20,true,2025-04-11,,2025-03-29 18:13:58.753287,2025-04-01 18:13:58.753287
127,PRD00127,上質なティッシュ,3,関西エッグ,ふんわりブレッド,4900581477856,パック,297.00,207.90,true,2025-01-31,,2025-04-19 18:13:58.753378,2025-04-24 18:13:58.753378
128,PRD00128,新鮮なチョコレート,5,スポドリカンパニー,たまご倶楽部,4900869523847,個,988.00,691.60,true,2025-03-15,,2025-04-04 18:13:58.753518,2025-04-13 18:13:58.753518
129,PRD00129,濃厚なサラダ油,2,青森フルーツ,ヘルシーオイル,4900254540274,パック,987.00,690.90,true,2025-06-01,,2025-04-08 18:13:58.753700,2025-04-16 18:13:58.753700
130,PRD00130,お得なティッシュ,5,スパイスジャパン,リフレッシュウォーター,4900857659104,パック,931.00,651.70,true,2025-06-25,,2025-04-02 18:13:58.753789,2025-04-06 18:13:58.753789
131,PRD00131,濃厚なバナナ,1,日本オイル,ふんわりブレッド,4900384223446,個,939.00,657.30,true,2025-05-28,,2025-04-12 18:13:58.753871,2025-04-18 18:13:58.753871
132,PRD00132,濃厚な水,2,関西エッグ,たまご倶楽部,4900247766209,缶,494.00,345.80,true,2025-05-30,,2025-04-07 18:13:58.753951,2025-04-16 18:13:58.753951
133,PRD00133,甘い水,3,関西エッグ,ミルクファーム,4900372482897,袋,644.00,450.80,true,2025-03-29,,2025-04-21 18:13:58.754046,2025-04-27 18:13:58.754046
134,PRD00134,甘いりんご,1,清流ウォーター,ふんわりブレッド,4900581741883,箱,333.00,233.10,true,2025-05-31,,2025-04-06 18:13:58.754151,2025-04-09 18:13:58.754151
135,PRD00135,甘いりんご,4,関西エッグ,本格カレー,4900378679041,缶,618.00,432.60,true,2025-01-04,,2025-04-19 18:13:58.754231,2025-04-28 18:13:58.754231
136,PRD00136,ふわふわの卵,1,清流ウォーター,リフレッシュウォーター,4900933112347,袋,548.00,383.60,true,2025-06-02,,2025-04-04 18:13:58.754321,2025-04-05 18:13:58.754321
137,PRD00137,上質な卵,3,スパイスジャパン,リフレッシュウォーター,4900887135266,本,560.00,392.00,true,2025-06-21,,2025-04-20 18:13:58.754415,2025-04-25 18:13:58.754415
138,PRD00138,ふわふわのバナナ,4,日本オイル,クリアウォーター,4900931321881,パック,546.00,382.20,true,2025-06-05,,2025-03-31 18:13:58.754502,2025-04-01 18:13:58.754502
139,PRD00139,お得なしょうゆ,1,青森フルーツ,本格カレー,4900213833650,パック,519.00,363.30,true,2025-05-24,,2025-03-29 18:13:58.754593,2025-03-29 18:13:58.754593
140,PRD00140,ふわふわのチョコレート,5,スパイスジャパン,リフレッシュウォーター,4900853405700,箱,578.00,404.60,true,2025-03-22,,2025-04-23 18:13:58.754674,2025-04-27 18:13:58.754674
141,PRD00141,お得なりんご,1,日本オイル,本格カレー,4900343602830,パック,464.00,324.80,true,2025-06-03,,2025-04-15 18:13:58.754761,2025-04-16 18:13:58.754761
142,PRD00142,甘いりんご,3,スパイスジャパン,ふんわりブレッド,4900439536597,個,785.00,549.50,true,2025-06-23,,2025-04-27 18:13:58.754842,2025-04-27 18:13:58.754842
143,PRD00143,新鮮なサラダ油,5,北海道ミルク,クリアウォーター,4900756993548,缶,812.00,568.40,true,2025-02-21,,2025-04-14 18:13:58.754934,2025-04-23 18:13:58.754934
144,PRD00144,ふわふわの食パン,5,日本オイル,ヘルシーオイル,4900176258720,個,760.00,532.00,true,2025-03-23,,2025-04-27 18:13:58.755016,2025-05-05 18:13:58.755016
145,PRD00145,濃厚なバナナ,4,日本オイル,リフレッシュウォーター,4900615052530,本,983.00,688.10,true,2025-06-25,,2025-04-17 18:13:58.755101,2025-04-18 18:13:58.755101
